id,data
1196,"(_1196:教师 {description: '""\u4e3a\u5b66\u751f\u6388\u8bfe\u7684\u4eba\u3002""<SEP>""\u4e3a\u5b66\u751f\u6388\u8bfe\u7684\u6559\u5e08\u3002""<SEP>""\u53c2\u4e0e\u8bc4\u5956\u8bc4\u4f18\u6d3b\u52a8\u7684\u5b66\u6821\u5de5\u4f5c\u4eba\u5458\u3002""<SEP>""\u53ef\u80fd\u662f\u5f3a\u5236\u89c2\u770b\u5185\u5bb9\u7684\u76f8\u5173\u4eba\u5458\u3002""<SEP>""\u6307\u4ee3\u9700\u8981\u52a0\u73ed\u7684\u7fa4\u4f53\u3002""<SEP>""\u5728\u5047\u671f\u671f\u95f4\u53ef\u80fd\u63d0\u4f9b\u8f85\u5bfc\u73ed\u670d\u52a1\u7684\u4e13\u4e1a\u4eba\u58eb\u3002""<SEP>""\u6307\u4ee3\u8d1f\u8d23\u6559\u5b66\u548c\u76d1\u8003\u7684\u521d\u4e2d\u6559\u5e08\u3002""<SEP>""\u8d1f\u8d23\u6388\u8bfe\u548c\u76d1\u8003\u7684\u6559\u5e08\u3002""<SEP>""\u53ef\u80fd\u6307\u4ee3\u5728\u51e0\u4e07\u5b66\u6821\u5de5\u4f5c\u7684\u6559\u5e08\u3002""<SEP>""\u4e3a\u5b66\u751f\u63d0\u4f9b\u8bfe\u7a0b\u7684\u6559\u5b66\u4eba\u5458\u3002""<SEP>""\u8d1f\u8d23\u7ec4\u7ec7\u8865\u8bfe\u7684\u6559\u5e08\u3002""<SEP>""\u6559\u6388\u5b66\u751f\u5907\u8003\uff0c\u5bf9\u9ad8\u8003\u7ed3\u679c\u6709\u91cd\u8981\u5f71\u54cd\u7684\u6559\u5e08\u7fa4\u4f53\u3002""<SEP>""\u5728\u5b66\u6821\u6559\u6388\u8bfe\u7a0b\u7684\u4eba\u3002""<SEP>""\u53ef\u80fd\u8d1f\u8d23\u6559\u6388\u8be5\u8bfe\u7a0b\u7684\u4eba\u3002""<SEP>""\u8d1f\u8d23\u7ed9\u5b66\u751f\u4e0a\u8bfe\u7684\u6559\u5e08\u3002""<SEP>""\u8d1f\u8d23\u6559\u6388\u5b66\u751f\u7684\u6559\u5e08\u3002""<SEP>""\u5728\u5b66\u6821\u4e2d\u6559\u6388\u5b66\u751f\u77e5\u8bc6\u7684\u4e13\u4e1a\u4eba\u58eb\u3002""<SEP>""\u5728\u9ad8\u4e2d\u6559\u4e66\u7684\u4e2a\u4f53\u3002""<SEP>""\u6559\u5e08\u662f\u8865\u8bfe\u7684\u6267\u884c\u8005\u3002""<SEP>""\u5728\u5b66\u6821\u5de5\u4f5c\u7684\u6559\u5e08\u3002""<SEP>""\u8d1f\u8d23\u6559\u6388\u8bfe\u7a0b\uff0c\u5e2e\u52a9\u5b66\u751f\u89e3\u9501\u4e94\u4e00\u5047\u671f\u7684\u6559\u80b2\u5de5\u4f5c\u8005\u3002""<SEP>""\u5728\u9ad8\u4e2d\u6559\u6388\u5b66\u751f\u7684\u6559\u80b2\u5de5\u4f5c\u8005\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-c9e18111a292e2a3a2fd11bc5a813b00<SEP>chunk-291b24c8c1d8efdd0a9d3b282f8d7caf<SEP>chunk-6eda8307ece5cd9e00125bd5205aa06d<SEP>chunk-682a46361d1a5054f0b7c2531568f0cf<SEP>chunk-2e078147d8620bba00d9445f5da4ec8d<SEP>chunk-d93cfe21f11552524f519de2afd7bd8e<SEP>chunk-53487e3c7b59b6a5ad67b50b8d5d38b9<SEP>chunk-a35de9418809dcfbce4b4fbb2b4fea8a<SEP>chunk-11266df07c2ed9fa1418b74f9e5c86f1<SEP>chunk-7275a992e9eed90261e507ff1ed58b4d<SEP>chunk-b68f574e1828b80d7147414b16ef9510<SEP>chunk-777dabf0b607ce08c7b3d37582e1e411<SEP>chunk-b1a24f64cc028f48dfd1863ef785d273<SEP>chunk-ea0c64776ffc6e623842fec102c98b40<SEP>chunk-97c99d03729e98fa2fc690df16ec02f4<SEP>chunk-ee01c53f4aa4ed77d4abd4b910f5e05f<SEP>chunk-67d7e9ecdafc623090d0e6b6237cf28b<SEP>chunk-e01e68330215085286d776dab14c99e5<SEP>chunk-c5bb479b47ebb0595f95e39c5b5c1dfe<SEP>chunk-2c1e7df2a0ce7697d518bfa78e2edad0<SEP>chunk-b685d90127a641e81d0a3a2420ca82c4<SEP>chunk-74b35c6ecadbf30debf3e2b2a6e833aa'})"
1197,"(_1197:教师群体 {description: '""\u6559\u5e08\u6574\u4f53\uff0c\u5305\u62ec\u9700\u8981\u52a0\u73ed\u7684\u6559\u5e08\u3002""<SEP>""\u8d1f\u8d23\u76d1\u8003\u9ad8\u4e2d\u8003\u8bd5\u7684\u5168\u4f53\u6559\u5e08\uff0c\u4ed6\u4eec\u662f\u4e00\u4e2a\u7fa4\u4f53\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-2e078147d8620bba00d9445f5da4ec8d<SEP>chunk-dc15e86e3988183ec70c26456a064d41'})"
1198,"(_1198:骂人 {description: '""\u6307\u4e2a\u4f53\u56e0\u8c03\u4f11\u4e0d\u6ee1\u800c\u53ef\u80fd\u91c7\u53d6\u7684\u884c\u4e3a\u3002""<SEP>""\u6559\u5e08\u56e0\u52a0\u73ed\u4ea7\u751f\u7684\u60c5\u7eea\u8868\u8fbe\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-90a291aedfd68b514fa972c0491b67b6<SEP>chunk-2e078147d8620bba00d9445f5da4ec8d'})"
1199,"(_1199:天朗气清 {description: '""\u5f62\u5bb9\u7406\u60f3\u7684\u5929\u6c14\u72b6\u51b5\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-ee07acb4d6414ba03eb262052d7fbe8f'})"
1200,"(_1200:淅淅沥沥 {description: '""\u5f62\u5bb9\u96e8\u58f0\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-ee07acb4d6414ba03eb262052d7fbe8f'})"
1201,"(_1201:休班 {description: '""\u4f11\u606f\u65f6\u95f4\uff0c\u4e0e\u8c03\u4f11\u6709\u5173\u3002""<SEP>""\u8868\u793a\u4f11\u606f\u7684\u4e8b\u4ef6\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-6f5fb6cffb26ec5d43872c8ac0e1a8a7<SEP>chunk-ee07acb4d6414ba03eb262052d7fbe8f'})"
1202,"(_1202:无具体名称的类别 {description: '""\u53ef\u80fd\u6d89\u53ca\u8c03\u4f11\u653f\u7b56\u7684\u7c7b\u522b\u4e8b\u4ef6\u3002""', entity_type: '""UNKNOWN""', source_id: 'chunk-ee07acb4d6414ba03eb262052d7fbe8f'})"
1203,"(_1203:无具体名称的地理位置 {description: '""\u53ef\u80fd\u56e0\u96e8\u5929\u800c\u4e0d\u5b9c\u5916\u51fa\u6d3b\u52a8\u7684\u5730\u7406\u4f4d\u7f6e\u3002""', entity_type: '""UNKNOWN""', source_id: 'chunk-ee07acb4d6414ba03eb262052d7fbe8f'})"
1204,"(_1204:无明确名称的组织 {description: '""\u53ef\u80fd\u6d89\u53ca\u8c03\u4f11\u653f\u7b56\u7684\u7ec4\u7ec7\u8fdb\u884c\u8c03\u4f11\u5b89\u6392\u3002""', entity_type: '""UNKNOWN""', source_id: 'chunk-ee07acb4d6414ba03eb262052d7fbe8f'})"
1205,"(_1205:无具体名称的人物 {description: '""\u53ef\u80fd\u56e0\u8c03\u4f11\u653f\u7b56\u800c\u53d7\u5230\u5f71\u54cd\u7684\u4eba\u7269\u3002""', entity_type: '""UNKNOWN""', source_id: 'chunk-ee07acb4d6414ba03eb262052d7fbe8f'})"
1206,"(_1206:看海 {description: '""\u6307\u53bb\u6d77\u8fb9\u89c2\u770b\u6d77\u666f\u7684\u6d3b\u52a8\u3002""<SEP>""\u6e38\u5ba2\u5728\u5e7f\u4e1c\u8fdb\u884c\u7684\u6d3b\u52a8\u4e4b\u4e00\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-fd58060002afeea9c1945189c3bf2c93<SEP>chunk-2d38b847c1fc9898dc4c526ee7b2000d'})"
1207,"(_1207:山东青岛 {description: '""\u4f4d\u4e8e\u5c71\u4e1c\u7701\u7684\u9752\u5c9b\uff0c\u63d0\u53ca\u4e86\u4e94\u4e00\u5929\u6c14\u53ca\u60f3\u53bb\u770b\u6d77\u7684\u5730\u65b9\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-fd58060002afeea9c1945189c3bf2c93'})"
1208,"(_1208:五一天气 {description: '""\u6307\u4e94\u4e00\u671f\u95f4\u9752\u5c9b\u7684\u5929\u6c14\u60c5\u51b5\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-fd58060002afeea9c1945189c3bf2c93'})"
1209,"(_1209:麦子 {description: '""\u53ef\u4ee5\u53bb\u770b\u7684\u5730\u70b9\uff0c\u53ef\u80fd\u6307\u9ea6\u7530\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-71203a16f46113b4769b8bcdd4c0e495'})"
1210,"(_1210:葛优 {description: '""\u6307\u4ee3\u845b\u4f18\u8eba\u8fd9\u4e00\u653e\u677e\u59ff\u52bf\u7684\u4eba\u7269\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-744878ca731cfa7d643a2a60baf0f204'})"
1211,"(_1211:葛优躺 {description: '""\u8868\u793a\u4e00\u79cd\u653e\u677e\u7684\u59ff\u52bf\u6216\u751f\u6d3b\u65b9\u5f0f\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-744878ca731cfa7d643a2a60baf0f204'})"
1212,"(_1212:呼吸新鲜空气 {description: '""\u8bc4\u8bba\u8005\u653e\u5047\u56de\u8001\u5bb6\u519c\u6751\u7684\u76ee\u7684\u4e4b\u4e00\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-9aa997f5ee56504299c903827b94583d'})"
1213,"(_1213:下大一些 {description: '""\u8bc4\u8bba\u8005\u5e0c\u671b\u4e0b\u96e8\u91cf\u80fd\u5927\u4e00\u4e9b\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-9aa997f5ee56504299c903827b94583d'})"
1214,"(_1214:不能动 {description: '""\u626d\u4f24\u540e\u65e0\u6cd5\u8fdb\u884c\u7684\u6d3b\u52a8\u72b6\u6001\u3002""', entity_type: '""\u72b6\u6001""', source_id: 'chunk-6f2b02022c2b53ef973501ce9c0d065e'})"
1215,"(_1215:躺着 {description: '""\u626d\u4f24\u540e\u91c7\u53d6\u7684\u52a8\u4f5c\u3002""<SEP>""\u8868\u793a\u5904\u4e8e\u4f11\u606f\u6216\u653e\u677e\u7684\u72b6\u6001\u3002""<SEP>""\u8bc4\u8bba\u8005\u5728\u5bb6\u4f11\u606f\u7684\u65b9\u5f0f\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-6f5fb6cffb26ec5d43872c8ac0e1a8a7<SEP>chunk-6f2b02022c2b53ef973501ce9c0d065e<SEP>chunk-66ed3286979fa6c172a03a3f438b826e'})"
1216,"(_1216:腰 {description: '""\u626d\u4f24\u7684\u90e8\u4f4d\u3002""', entity_type: '""\u90e8\u4f4d""', source_id: 'chunk-6f2b02022c2b53ef973501ce9c0d065e'})"
1217,"(_1217:扭伤 {description: '""\u626d\u5230\u8170\u5bfc\u81f4\u7684\u8eab\u4f53\u4e0d\u9002\u4e8b\u4ef6\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-6f2b02022c2b53ef973501ce9c0d065e'})"
1218,"(_1218:不适 {description: '""\u4e0a\u73ed\u65cf\u56e0\u4e3a\u5de5\u4f5c\u4ea7\u751f\u7684\u8eab\u4f53\u611f\u89c9\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-06c79aa62ec35fa994ff23319688c7c9'})"
1219,"(_1219:呕吐 {description: '""\u4e0a\u73ed\u65cf\u56e0\u5de5\u4f5c\u538b\u529b\u4ea7\u751f\u7684\u5177\u4f53\u75c7\u72b6\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-06c79aa62ec35fa994ff23319688c7c9'})"
1220,"(_1220:压力 {description: '""\u4e0a\u73ed\u65cf\u9762\u4e34\u7684\u538b\u529b\uff0c\u5bfc\u81f4\u5176\u9009\u62e9\u6446\u644a\u3002""<SEP>""\u4e13\u5bb6\u6240\u9762\u4e34\u7684\u8d1f\u9762\u4e8b\u4ef6\uff0c\u6e90\u4e8e\u9876\u4f60\u4e0a\u7684\u884c\u52a8\u3002""<SEP>""\u53ef\u80fd\u56e0\u52a0\u73ed\u800c\u4ea7\u751f\u7684\u5fc3\u7406\u72b6\u6001\u6216\u611f\u53d7\u7684\u7c7b\u522b\u3002""<SEP>""\u5b66\u751f\u9762\u4e34\u7684\u6311\u6218\u6216\u56f0\u5883\u3002""<SEP>""\u5bfc\u81f4\u4e0a\u73ed\u65cf\u8eab\u4f53\u4e0d\u9002\u7684\u539f\u56e0\u3002""<SEP>""\u63cf\u8ff0\u6bd5\u4e1a\u751f\u6240\u627f\u53d7\u7684\u5fc3\u7406\u8d1f\u62c5\u3002""<SEP>""\u63cf\u8ff0\u5b66\u751f\u9762\u4e34\u7684\u5b66\u4e1a\u538b\u529b\u3002""<SEP>""\u56e0\u8c03\u4f11\u5bfc\u81f4\u5973\u513f\u4e0a\u5b66\u671f\u95f4\u7684\u538b\u529b\u589e\u52a0\u3002""<SEP>""\u63cf\u8ff0\u4e0a\u73ed\u65cf\u9762\u4e34\u7684\u5de5\u4f5c\u538b\u529b\u3002""<SEP>""\u5b66\u751f\u53ef\u80fd\u56e0\u4e3a\u62c5\u5fc3\u7761\u7720\u4e0d\u8db3\u800c\u4ea7\u751f\u7684\u5fc3\u7406\u538b\u529b\u3002""<SEP>""\u56e0\u5de5\u4f5c\u65f6\u95f4\u957f\u3001\u5de5\u8d44\u4f4e\u7ed9\u4e0a\u73ed\u65cf\u5e26\u6765\u7684\u8d1f\u9762\u60c5\u7eea\u3002""<SEP>""\u56e0\u5de5\u4f5c\u7b49\u539f\u56e0\u4ea7\u751f\u7684\u5fc3\u7406\u8d1f\u62c5\u3002""<SEP>""\u6307\u4ee3\u5bfc\u81f4\u767d\u53d1\u7684\u56e0\u7d20\u4e4b\u4e00\uff0c\u5373\u5fc3\u7406\u538b\u529b\u3002""<SEP>""\u5b66\u751f\u5b66\u4e60\u8fc7\u7a0b\u4e2d\u53ef\u80fd\u611f\u53d7\u5230\u7684\u5fc3\u7406\u8d1f\u62c5\u3002""<SEP>""\u63cf\u8ff0\u4f11\u606f\u540e\u611f\u89c9\u7684\u538b\u529b\u72b6\u6001\u3002""<SEP>""\u6307\u5728\u5de5\u4f5c\u4e2d\u611f\u53d7\u5230\u7684\u7d27\u5f20\u6216\u8d1f\u62c5\u3002""<SEP>""\u5b66\u751f\u5728\u5b66\u4e60\u8fc7\u7a0b\u4e2d\u53ef\u80fd\u627f\u53d7\u7684\u5fc3\u7406\u8d1f\u62c5\u3002""', entity_type: '""\u6982\u5ff5""', source_id: 'chunk-d24a95197fef5d0c2171a98d092ce60b<SEP>chunk-69873a65f70c40c158aeb404e1ac0c71<SEP>chunk-b91349aef5c456a1d01822ffef99b6a2<SEP>chunk-a539b01920f594aeb59a2445b55054e9<SEP>chunk-2a22126463c2d8d43d0f8a31c2be32b1<SEP>chunk-52d41310bbb53203df30689910ff9644<SEP>chunk-f0ed54cea78f215784112ba67a40606f<SEP>chunk-8fde66a9073d14466d0ca4b8c96b931f<SEP>chunk-dc3052a922fba2d0ef97a13fcfa6f4ac<SEP>chunk-05165a2b72fa96421a7500cbe732242a<SEP>chunk-e08f1d37e05ebe8860ede10eb9ccb917<SEP>chunk-78d93ce4c592cb20bc81c261de43c89e<SEP>chunk-8900c7bce232ef64a4716f3cef97816e<SEP>chunk-742cc6180e2c6b22b7cb765437a1a8c8<SEP>chunk-c5bb479b47ebb0595f95e39c5b5c1dfe<SEP>chunk-2fa0878a62f6f8f8e2c28efa6eacd548<SEP>chunk-06c79aa62ec35fa994ff23319688c7c9'})"
1221,"(_1221:办公室 {description: '""\u4e0a\u73ed\u65cf\u53ef\u80fd\u8fde\u7eed\u5de5\u4f5c15\u5929\u7684\u5730\u70b9\u3002""<SEP>""\u4e0a\u73ed\u65cf\u5de5\u4f5c\u7684\u5730\u65b9\uff0c\u53ef\u80fd\u9650\u5236\u4ed6\u4eec\u70b9\u5916\u5356\u3002""<SEP>""\u4e0a\u73ed\u65cf\u5de5\u4f5c\u7684\u5730\u70b9\u3002""<SEP>""\u8001\u9f99\u738b\u548c\u8bf4\u8bdd\u8005\u4e0d\u5728\u540c\u4e00\u4e2a\u7684\u529e\u516c\u7a7a\u95f4\u3002""<SEP>""\u4f4d\u4e8e\u529e\u516c\u5ba4\u7684\u5de5\u4f5c\u4eba\u5458\uff0c\u8ba4\u4e3a\u57fa\u5c42\u4e0e\u529e\u516c\u5ba4\u5de5\u4f5c\u73af\u5883\u76f8\u4f3c\u3002""<SEP>""\u5b66\u6821\u5185\u7684\u529e\u516c\u533a\u57df\u3002""<SEP>""\u52b3\u52a8\u8282\u671f\u95f4\u8bb8\u591a\u4eba\u5728\u6b64\u4f11\u606f\u7684\u5de5\u4f5c\u573a\u6240\u3002""<SEP>""\u8bb8\u591a\u4eba\u4f11\u606f\u7684\u5730\u65b9\uff0c\u901a\u5e38\u662f\u6307\u5de5\u4f5c\u573a\u6240\u3002""', entity_type: '""\u5730\u70b9""', source_id: 'chunk-235450728f4adc0f9948ee08f8d11f46<SEP>chunk-dbd59add9eec896aefa13f9d82935a93<SEP>chunk-fbee5b90cf574390ff307e8826c72f91<SEP>chunk-6da1f344a048e45b3c3dcf865996fb6c<SEP>chunk-2c1e7df2a0ce7697d518bfa78e2edad0<SEP>chunk-c5fae64c91242e0bea315fa473754664<SEP>chunk-06c79aa62ec35fa994ff23319688c7c9'})"
1222,"(_1222:九天 {description: '""\u4e2a\u4f53\u5de5\u4f5c\u7684\u5929\u6570\u3002""<SEP>""\u6307\u4e94\u4e00\u52b3\u52a8\u8282\u540e\u7684\u8fde\u7eed\u5de5\u4f5c\u65f6\u95f4\u3002""<SEP>""\u8282\u524d\u8fde\u7eed\u4e0a\u73ed\u7684\u65f6\u957f\u3002""<SEP>""\u8868\u793a\u8fde\u7eed\u5de5\u4f5c\u7684\u65f6\u95f4\u957f\u5ea6\u3002""<SEP>""\u8fde\u7eed\u5de5\u4f5c\u7684\u65f6\u95f4\u957f\u5ea6\u3002""<SEP>""\u8868\u793a\u4e94\u4e00\u5047\u671f\u4e3a\u4e5d\u5929\u3002""<SEP>""\u8bc4\u8bba\u8005\u5973\u513f\u8fde\u7eed\u4e0a\u5b66\u7684\u5929\u6570\u3002""<SEP>""\u9ad8\u4e2d\u8fde\u7eed\u4e0a\u8bfe\u7684\u65f6\u95f4\u6bb5\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-69873a65f70c40c158aeb404e1ac0c71<SEP>chunk-985cdb55a73d12b71a4551e01230cfa1<SEP>chunk-bafa1545ecfc22adf03a0273478ac841<SEP>chunk-c6898eb5fb1cfa073edd3fec1189db9e<SEP>chunk-6ce3d3eca23933e3127dcd5729890ec9<SEP>chunk-7275a992e9eed90261e507ff1ed58b4d<SEP>chunk-33117dc6f61aa7b217c173ae9c7e877d<SEP>chunk-1fa54407e49960f8f3596cc7a8c3c3dc'})"
1223,"(_1223:调休工作 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u8c03\u4f11\u5de5\u4f5c\u3002""<SEP>""\u5728\u8c03\u4f11\u671f\u95f4\u8fdb\u884c\u7684\u5de5\u4f5c\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b<SEP>chunk-90bfeae44c973438a60d671a20d50602'})"
1224,"(_1224:五一调休计划 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u8c03\u4f11\u8ba1\u5212\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1225,"(_1225:放假时间 {description: '""\u4e94\u4e00\u671f\u95f4\u653e\u5047\u7684\u5177\u4f53\u65f6\u95f4\u3002""<SEP>""\u5b89\u6392\u653e\u5047\u7684\u5177\u4f53\u65f6\u95f4\u3002""', entity_type: '""\u65f6\u95f4""', source_id: 'chunk-f9db9adc489892bc4bcca737e6fa7ded<SEP>chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1226,"(_1226:五一假期安排 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u5047\u671f\u5b89\u6392\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1227,"(_1227:五一假期计划 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u5047\u671f\u8ba1\u5212\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1228,"(_1228:五一调休安排计划 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u8c03\u4f11\u5b89\u6392\u8ba1\u5212\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1229,"(_1229:五一工作安排 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u5de5\u4f5c\u5b89\u6392\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1230,"(_1230:调休日期 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u8c03\u4f11\u65e5\u671f\u3002""', entity_type: '""\u65f6\u95f4""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1231,"(_1231:五一假期安排计划 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u5047\u671f\u5b89\u6392\u8ba1\u5212\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1232,"(_1232:五一安排 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u5b89\u6392\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1233,"(_1233:五一放假计划 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u653e\u5047\u8ba1\u5212\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1234,"(_1234:下雨的天气 {description: '""\u53ef\u80fd\u4e0b\u96e8\u7684\u5730\u7406\u4f4d\u7f6e\uff0c\u5373\u6574\u4e2a\u4e94\u4e00\u671f\u95f4\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1235,"(_1235:五一调休 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u4f11\u5047\u8c03\u6574\u5b89\u6392\u3002""<SEP>""\u4e94\u4e00\u671f\u95f4\u7684\u8c03\u4f11\u3002""<SEP>""\u4e94\u4e00\u671f\u95f4\u7684\u8c03\u4f11\u5b89\u6392\u3002""<SEP>""\u4e94\u4e00\u671f\u95f4\u8c03\u4f11\u7684\u5b89\u6392\u3002""<SEP>""\u6d89\u53ca\u5047\u671f\u5b89\u6392\u8c03\u6574\u7684\u4e8b\u4ef6\uff0c\u5bfc\u81f4\u539f\u672c\u4f11\u606f\u65f6\u95f4\u88ab\u5360\u7528\u3002""<SEP>""\u6307\u4e94\u4e00\u671f\u95f4\u7684\u8c03\u4f11\u5b89\u6392\u3002""<SEP>""\u4e94\u4e00\u671f\u95f4\u7684\u8c03\u4f11\u5b89\u6392\uff0c\u5f71\u54cd\u653e\u5047\u548c\u4e0a\u8bfe\u3002""<SEP>""\u6d89\u53ca\u5047\u671f\u8c03\u6574\u7684\u4e8b\u4ef6\uff0c\u8bc4\u8bba\u8005\u8ba4\u4e3a\u4e0d\u8fc7\u763e\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-700d2eae0c7c98641ed80eeb7d0eb047<SEP>chunk-9ed693cc8a4ddb45c9702b8b12cf8164<SEP>chunk-6abe32fa414d64b8784793ca10dd0eea<SEP>chunk-e8fe5334a3610357fecd083aac4fd199<SEP>chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b<SEP>chunk-54a238dd79a6511a69ee745fd610fba0<SEP>chunk-2747d10fca33a845f522b51b2e0ce164<SEP>chunk-363ca95282a9371eb281749337a4b04d'})"
1236,"(_1236:五一计划 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u8ba1\u5212\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1237,"(_1237:五一放假安排计划 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u653e\u5047\u5b89\u6392\u8ba1\u5212\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1238,"(_1238:五一调休安排 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u8c03\u4f11\u5b89\u6392\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1239,"(_1239:假期活动 {description: '""\u4e94\u4e00\u5047\u671f\u671f\u95f4\u53ef\u80fd\u8fdb\u884c\u7684\u6d3b\u52a8\u3002""<SEP>""\u4e94\u4e00\u671f\u95f4\u7684\u5047\u671f\u6d3b\u52a8\u3002""<SEP>""\u8bc4\u8bba\u8005\u60f3\u8981\u5728\u5047\u671f\u8fdb\u884c\u7684\u6d3b\u52a8\u3002""<SEP>""\u5047\u671f\u671f\u95f4\u53ef\u80fd\u8fdb\u884c\u7684\u6d3b\u52a8\u7c7b\u578b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-bec51881baa47a571834eb13fe08d430<SEP>chunk-417d97d75ff2a4e8d33df2b65977bf60<SEP>chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b<SEP>chunk-eb6d093bb712a1990c74e8e3cbaf36de'})"
1240,"(_1240:五一工作安排计划 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u5de5\u4f5c\u5b89\u6392\u8ba1\u5212\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1241,"(_1241:五一出行 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u51fa\u884c\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1242,"(_1242:天气情况 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u5929\u6c14\u60c5\u51b5\u7c7b\u522b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
1243,"(_1243:五一安排计划 {description: '""\u4e94\u4e00\u671f\u95f4\u7684\u5b89\u6392\u8ba1\u5212\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cafa0a2e9d641250e0c08b9fdb0d0c7b'})"
